event_id,name,url,created_at,starts_at,ends_at,year,weekday,month,season,hour,is_weekend,city,address,category_id,category,age_limit,properties,moderation_status,access_status,org_id,org_name,tickets_limit,tickets_total,is_registration_open,min_price,max_price,is_free,sold,attended,participants,duration_hours,lead_days
337530,Избавиться от стресса за 1 час - Мастер-класс,https://stolichnyy-gorod.timepad.ru/event/337530/,,2019-12-21T17:00:00+0300,,2019,5,12,winter,17,1,,,453,Психология и самопознание,,,shown,,,,,,,0.0,0.0,1,,,,,
1026107,Консультация дизайнера интерьера Елены Ивановой,https://interier-salon-etazh.timepad.ru/event/1026107/,,2019-08-01T12:00:00+0300,,2019,3,8,summer,12,0,,,524,Хобби и творчество,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1070084,Public Talk от проекта Узнай Москву &quot;Сохранение культурного наследия столицы&quot;,https://workshop-um.timepad.ru/event/1070084/,,2019-09-22T16:30:00+0300,,2019,6,9,autumn,16,1,,,525,Искусство и культура,,,shown,,,,,,,0.0,0.0,1,,,,,
1095592,Кинопоказ Здесь курят,https://lpr-omsk.timepad.ru/event/1095592/,,2019-11-16T18:00:00+0300,,2019,5,11,autumn,18,1,,,1940,Гражданские проекты,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1105535,Стипендия George Mason University с поступлением в январе 2020г.,https://intellectual.timepad.ru/event/1105535/,,2019-08-30T10:00:00+0300,,2019,4,8,summer,10,0,,,1315,Образование за рубежом,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106553,Стипендия от Marshall University с поступлением в январе 2020г.,https://intellectual.timepad.ru/event/1106553/,,2019-09-30T10:00:00+0300,,2019,0,9,autumn,10,0,,,1315,Образование за рубежом,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106593,ПУТЕШЕСТВИЕ как способ трансформации,https://aleksandr-udalov-org.timepad.ru/event/1106593/,,2019-11-06T18:00:00+0300,,2019,2,11,autumn,18,0,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106602,Клуб &quot;Без дураков&quot;. Умные игры в Москве. Открытая лига. 7 ноября (четверг),https://bezdurakov.timepad.ru/event/1106602/,,2019-11-07T20:00:00+0300,,2019,3,11,autumn,20,0,,,2335,Интеллектуальные игры,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106607,Симфонический концерт для детей «День в истории»,https://tauridaorchestra.timepad.ru/event/1106607/,,2019-11-04T12:00:00+0300,,2019,0,11,autumn,12,0,,,379,Для детей,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106620,Музыкально-поэтический вечер,https://zhivoe-slovo.timepad.ru/event/1106620/,,2019-11-03T19:00:00+0300,,2019,6,11,autumn,19,1,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106631,Российские гаражисты. Знакомства вслепую.,https://winebar-garagiste.timepad.ru/event/1106631/,,2019-11-06T19:30:00+0300,,2019,2,11,autumn,19,0,,,463,Другие развлечения,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106633,Праздник Самайн,https://drevo-mira-event.timepad.ru/event/1106633/,,2019-11-01T00:00:00+0300,,2019,4,11,autumn,0,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106635,Практика Таро!!!,https://drevo-mira-event.timepad.ru/event/1106635/,,2019-11-07T19:30:00+0300,,2019,3,11,autumn,19,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106638,Первоклассник в развивающем обучении,https://np-avtorskiy-klub.timepad.ru/event/1106638/,,2019-11-03T14:00:00+0300,,2019,6,11,autumn,14,1,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106660,"Онлайн курс «Таро Книга Теней», I ступень",https://drevo-mira-event.timepad.ru/event/1106660/,,2019-11-01T00:00:00+0300,,2019,4,11,autumn,0,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106678,"Онлайн курс «Таро Книга Теней», III ступень",https://drevo-mira-event.timepad.ru/event/1106678/,,2019-11-01T00:00:00+0300,,2019,4,11,autumn,0,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106686,Фантазия-шутка «Ничего на свете лучше нету» по мотивам мультфильма «Бременские музыканты»,https://myhistoryperm--events.timepad.ru/event/1106686/,,2019-11-03T20:30:00+0300,,2019,6,11,autumn,20,1,,,459,Театры,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106727,Culture Café: Ecuador,https://esn-hse-moscow.timepad.ru/event/1106727/,,2019-11-06T18:30:00+0300,,2019,2,11,autumn,18,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106745,Психологическая трансформационная игра &quot;Женское счастье&quot;,https://pmkmozaika.timepad.ru/event/1106745/,,2019-11-05T17:00:00+0300,,2019,1,11,autumn,17,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106746,Открытие магазина Меха Елизаветы,https://meha-elizavety.timepad.ru/event/1106746/,,2019-11-02T14:00:00+0300,,2019,5,11,autumn,14,1,,,458,Выставки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106761,Психологическая трансформационная игра для мужчин &quot;Перезагрузка&quot;,https://pmkmozaika.timepad.ru/event/1106761/,,2019-11-05T17:00:00+0300,,2019,1,11,autumn,17,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106774,Вкус имеет значение,https://kinoklub-valeriya-shanina.timepad.ru/event/1106774/,,2019-11-07T19:00:00+0300,,2019,3,11,autumn,19,0,,,374,Кино,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106809,"English Club: киносеансы на английском с обсуждением (Coco 6+, Jumanji 12+)",https://antikafe-zhuchki-pauchki.timepad.ru/event/1106809/,,2019-11-03T00:00:00+0300,,2019,6,11,autumn,0,1,,,382,Иностранные языки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106838,Концерт импровизационной музыки от Алексея Морозова и Samba Real,https://samba-real.timepad.ru/event/1106838/,,2019-11-03T19:00:00+0300,,2019,6,11,autumn,19,1,,,460,Концерты,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106840,Экскурсия в Ячейку F и Дом Гинзбурга,https://flatunitf.timepad.ru/event/1106840/,,2019-11-03T14:00:00+0300,,2019,6,11,autumn,14,1,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106843,Мастер-класс для детей «Домашнее тепло»,https://spb-energy.timepad.ru/event/1106843/,,2019-11-02T12:00:00+0300,,2019,5,11,autumn,12,1,,,379,Для детей,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106846,Лекция Дениса Серикова «Как создать популярный медиапродукт»,https://hsscm-mgu.timepad.ru/event/1106846/,,2019-11-07T12:55:00+0300,,2019,3,11,autumn,12,0,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106856,Кто живет в далёких джунглях? Творческая мастерская Ани Стёпиной,https://zilcc.timepad.ru/event/1106856/,,2019-11-05T17:00:00+0300,,2019,1,11,autumn,17,0,,,379,Для детей,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106865,"Кинопоказ, рассказ, обсуждение фильма &quot;Рок-волна&quot;",https://posredstvennyy-kinoklub.timepad.ru/event/1106865/,,2019-11-07T19:00:00+0300,,2019,3,11,autumn,19,0,,,374,Кино,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106883,Stand-Up Открытый Микрофон в Crafter,https://comedyfree.timepad.ru/event/1106883/,,2019-11-04T19:30:00+0300,,2019,0,11,autumn,19,0,,,463,Другие развлечения,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106890,Менеджмент в креативном бизнесе и рекламе,https://tele2-event.timepad.ru/event/1106890/,,2019-11-05T19:00:00+0300,,2019,1,11,autumn,19,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106922,Ночь искусств - 2019. Город вокруг нас.,https://gbuk-g-moskvy-tsbs-yu-gal.timepad.ru/event/1106922/,,2019-11-03T17:00:00+0300,,2019,6,11,autumn,17,1,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106933,Завтрак для предпринимателей в IKEA. Нетворкинг.,https://verislav.timepad.ru/event/1106933/,,2019-11-06T09:00:00+0300,,2019,2,11,autumn,9,0,,,217,Бизнес,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106937,ПУТЕШЕСТВИЕ КАК СПОСОБ ТРАНСФОРМАЦИИ,https://travellibrary.timepad.ru/event/1106937/,,2019-11-08T19:00:00+0300,,2019,4,11,autumn,19,0,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106950,Кураторская экскурсия «Реконструкция книжного собрания князя Н. Б. Юсупова: первые итоги и полезные уроки»,https://leninka.timepad.ru/event/1106950/,,2019-11-06T18:00:00+0300,,2019,2,11,autumn,18,0,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106959,Product Mindset Kyiv Meetup #3 | Генерация и проверка гипотез,https://product-mindset-kyiv.timepad.ru/event/1106959/,,2019-11-05T19:30:00+0300,,2019,1,11,autumn,19,0,,,452,ИТ и интернет,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106970,ПСИХОЛОГИЧЕСКИЙ КИНОКЛУБ С НАТАЛЬЕЙ НИСМАН,https://bukvodom-v-parke-sokolnik.timepad.ru/event/1106970/,,2019-11-03T17:00:00+0300,,2019,6,11,autumn,17,1,,,374,Кино,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1106991,Читаем для собачки Аси,https://detilibfl.timepad.ru/event/1106991/,,2019-11-05T17:00:00+0300,,2019,1,11,autumn,17,0,,,379,Для детей,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107022,Спектакль-шутка «Предложение» по мотивам одноименной пьесы А. П. Чехова,https://myhistoryperm--events.timepad.ru/event/1107022/,,2019-11-03T18:00:00+0300,,2019,6,11,autumn,18,1,,,459,Театры,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107026,Кем быть или не быть? Владимир Определенов,https://artsmuseum.timepad.ru/event/1107026/,,2019-11-07T18:30:00+0300,,2019,3,11,autumn,18,0,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107046,Просмотр фильма «Призрак оперы» (2004),https://tsentr-kulturno-prosvetit.timepad.ru/event/1107046/,,2019-11-03T15:00:00+0300,,2019,6,11,autumn,15,1,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107071,Opening Party Svalka,https://svalkasamara.timepad.ru/event/1107071/,,2019-11-07T19:00:00+0300,,2019,3,11,autumn,19,0,,,457,Вечеринки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107075,"Егор Апполонов, Григорий Служитель и Ольга Брейнингер в Московском Доме Книги",https://mos-dom-knigy-events.timepad.ru/event/1107075/,,2019-11-02T17:00:00+0300,,2019,5,11,autumn,17,1,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107346,Саидмурод Давлатов в Московском Доме Книги,https://mos-dom-knigy-events.timepad.ru/event/1107346/,,2019-11-03T11:00:00+0300,,2019,6,11,autumn,11,1,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107348,Турецкая операция в Сирии: война или источник мира?,https://fond-gorchakova.timepad.ru/event/1107348/,,2019-11-06T18:00:00+0300,,2019,2,11,autumn,18,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107521,С 1 по 24 ноября 2019 г. Выставка &quot;Эрмитаж в Галерее. Занимательные истории о князе Потёмкине&quot;,https://galeriaspb.timepad.ru/event/1107521/,,2019-11-01T11:00:00+0300,,2019,4,11,autumn,11,0,,,458,Выставки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107522,Всероссийская акция «Ночь искусств» в Московском Доме Книги,https://mos-dom-knigy-events.timepad.ru/event/1107522/,,2019-11-03T18:00:00+0300,,2019,6,11,autumn,18,1,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107527,Как исцелить свой дух?,https://essaspb.timepad.ru/event/1107527/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107561,Раздражение. Простые и сложные чувства - Третье занятие цикла вебинаров &quot;Управление эмоциями&quot;,https://zvezdnyy-port.timepad.ru/event/1107561/,,2019-11-06T20:00:00+0300,,2019,2,11,autumn,20,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107573,Квест-путешествие &quot;Чистая Планета&quot; в рамках Дня экологии в Нелжа Ру,https://nelzharu.timepad.ru/event/1107573/,,2019-11-02T14:30:00+0300,,2019,5,11,autumn,14,1,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107574,Квест-путешествие &quot;Чистая Планета&quot; в рамках Дня экологии в Нелжа Ру,https://nelzharu.timepad.ru/event/1107574/,,2019-11-02T15:00:00+0300,,2019,5,11,autumn,15,1,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107575,Квест-путешествие &quot;Чистая Планета&quot; в рамках Дня экологии в Нелжа Ру,https://nelzharu.timepad.ru/event/1107575/,,2019-11-02T15:30:00+0300,,2019,5,11,autumn,15,1,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107576,Квест-путешествие &quot;Чистая Планета&quot; в рамках Дня экологии в Нелжа Ру,https://nelzharu.timepad.ru/event/1107576/,,2019-11-02T16:00:00+0300,,2019,5,11,autumn,16,1,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107577,Квест-путешествие &quot;Чистая Планета&quot; в рамках Дня экологии в Нелжа Ру,https://nelzharu.timepad.ru/event/1107577/,,2019-11-02T16:30:00+0300,,2019,5,11,autumn,16,1,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107579,Выступление ансамбля &quot;Узоры&quot; в Историческом парке,https://myhistoryperm--events.timepad.ru/event/1107579/,,2019-11-04T14:00:00+0300,,2019,0,11,autumn,14,0,,,460,Концерты,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107619,Фестиваль интерьера и дизайна,https://expostroy-na-nakhimovskom.timepad.ru/event/1107619/,,2019-10-01T10:00:00+0300,,2019,1,10,autumn,10,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107677,Экскурсия по экологической тропе &quot;Марьина роща&quot;,https://ekotsentr-dront.timepad.ru/event/1107677/,,2019-11-06T11:00:00+0300,,2019,2,11,autumn,11,0,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107681,Волшебная суббота в компании друзей,https://molodezhnyy-tsentr-sreda.timepad.ru/event/1107681/,,2019-11-02T10:00:00+0300,,2019,5,11,autumn,10,1,,,379,Для детей,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107686,Вечер инструментальной музыки,https://obraztsovaculturalcentre.timepad.ru/event/1107686/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,460,Концерты,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107696,"Полезный завтрак Опоры России. Наталия Брагина, Москва. Лучший сервис для ваших клиентов ",https://opora-rossii-saratov.timepad.ru/event/1107696/,,2019-11-07T10:00:00+0300,,2019,3,11,autumn,10,0,,,217,Бизнес,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107698,Короткий метр Алехандро. &quot;Секта. Холостяцкая халупа&quot;. ,https://valensio.timepad.ru/event/1107698/,,2019-11-05T20:00:00+0300,,2019,1,11,autumn,20,0,,,459,Театры,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107721,Встреча &quot;Как эффективно читать книги&quot;,https://sd-training.timepad.ru/event/1107721/,,2019-11-07T19:00:00+0300,,2019,3,11,autumn,19,0,,,2465,Наука,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107737,Расстановки практика в группе для всех интересующихся методом и специалистов любого уровня.,https://rasstanovkiblog.timepad.ru/event/1107737/,,2019-11-04T12:00:00+0300,,2019,0,11,autumn,12,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107760,Инвестиции в доходную недвижимость Германии. Основы  и  секреты.,https://bundesinvestgroup.timepad.ru/event/1107760/,,2019-11-06T10:00:00+0300,,2019,2,11,autumn,10,0,,,217,Бизнес,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107766,Спектакль «Мост через холод»,https://revoltcenter.timepad.ru/event/1107766/,,2019-11-04T17:00:00+0300,,2019,0,11,autumn,17,0,,,459,Театры,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107768,Игра &quot;Денежный поток&quot; Роберта Кийосаки с практиком бизнеса и инвестиций,https://ip-sidorin-artem-igorevic.timepad.ru/event/1107768/,,2019-11-07T19:00:00+0300,,2019,3,11,autumn,19,0,,,2335,Интеллектуальные игры,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107814,Как найти свое дело по душе,https://stanislava-yakovleva.timepad.ru/event/1107814/,,2019-11-04T18:30:00+0300,,2019,0,11,autumn,18,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107817,Лекция &quot;Крайний Север: экология религии&quot;,https://arhe-events.timepad.ru/event/1107817/,,2019-11-04T17:00:00+0300,,2019,0,11,autumn,17,0,,,2465,Наука,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107819,"Лекция &quot;Реализм, Концептуализм, Номинализм — суть полемики&quot;",https://arhe-events.timepad.ru/event/1107819/,,2019-11-08T19:30:00+0300,,2019,4,11,autumn,19,0,,,2465,Наука,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107820,Практическое занятие &quot;Эволюция и сравнительная анатомия скелета позвоночных животных. Часть 2&quot;,https://arhe-events.timepad.ru/event/1107820/,,2019-11-06T19:30:00+0300,,2019,2,11,autumn,19,0,,,2465,Наука,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107831,Вебинар &quot;Как купить квартиру в Москве в рассрочку&quot;,https://ip-sidorin-artem-igorevic.timepad.ru/event/1107831/,,2019-11-05T20:00:00+0300,,2019,1,11,autumn,20,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107832,Вебинар &quot;Деньги. Как сохранить и преумножить&quot;,https://ip-sidorin-artem-igorevic.timepad.ru/event/1107832/,,2019-11-04T20:00:00+0300,,2019,0,11,autumn,20,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107848,Технофабрика. 6 ноября,https://tekhnofabrika.timepad.ru/event/1107848/,,2019-11-06T18:00:00+0300,,2019,2,11,autumn,18,0,,,463,Другие развлечения,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107856,Технофабрика. 7 ноября,https://tekhnofabrika.timepad.ru/event/1107856/,,2019-11-07T18:00:00+0300,,2019,3,11,autumn,18,0,,,463,Другие развлечения,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107860,Borodach Academy,https://borodach-academy.timepad.ru/event/1107860/,,2019-11-05T00:00:00+0300,,2019,1,11,autumn,0,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107866,Технофабрика. 8 ноября,https://tekhnofabrika.timepad.ru/event/1107866/,,2019-11-08T18:00:00+0300,,2019,4,11,autumn,18,0,,,463,Другие развлечения,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107870,Лекция &quot;Ордовикский период&quot;,https://arhe-events.timepad.ru/event/1107870/,,2019-11-08T19:30:00+0300,,2019,4,11,autumn,19,0,,,2465,Наука,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107872,Нелинейная история искусства. Пейзаж,https://hermitageyouth.timepad.ru/event/1107872/,,2019-11-07T19:00:00+0300,,2019,3,11,autumn,19,0,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107899,Теневой театр: мастерская от Лены Биншток,https://biblioteka-gaidara.timepad.ru/event/1107899/,,2019-11-08T11:00:00+0300,,2019,4,11,autumn,11,0,,,524,Хобби и творчество,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107916,Дни научного кино в НИТУ &quot;МИСиС&quot;,https://k3.timepad.ru/event/1107916/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,374,Кино,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107924,Персональная выставка Николая Лавецкого &quot;NATURAE IMAGO&quot;,https://ingallery.timepad.ru/event/1107924/,,2019-11-01T19:00:00+0300,,2019,4,11,autumn,19,0,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107932,Создатель бестселлеров презентует свою книжную новинку,https://tm-communication.timepad.ru/event/1107932/,,2019-11-04T12:00:00+0300,,2019,0,11,autumn,12,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1107936,Техническая Вечеринка в Jazzberry,https://standupstd.timepad.ru/event/1107936/,,2019-11-04T20:00:00+0300,,2019,0,11,autumn,20,0,,,457,Вечеринки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108011,"50 деталей Москвы, которые вы раньше не замечали.",https://interesno1147-events.timepad.ru/event/1108011/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108021,– Почему все неудачи случаются только со мной? – А может это новые возможности?,https://orgnewacropol.timepad.ru/event/1108021/,,2019-11-07T19:30:00+0300,,2019,3,11,autumn,19,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108065,Ecstatic Dance Moscow ★ Dj Alexey Kuzmin ★ 6 ноября 19:00 / Бесценные дары,https://ecstaticdancerussia.timepad.ru/event/1108065/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,458,Выставки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108102,Регистрация на 8 ноября.  Выступление в самое сердце.,https://zaryadkakrd.timepad.ru/event/1108102/,,2019-11-08T18:30:00+0300,,2019,4,11,autumn,18,0,,,461,Экскурсии и путешествия,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108112,Бесплатный вебинар &quot;12 правил эффективного руководителя учебного центра&quot;,https://trening-centr-beba.timepad.ru/event/1108112/,,2019-11-05T12:00:00+0300,,2019,1,11,autumn,12,0,,,217,Бизнес,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108119,Вернисаж выставки Николая Лавецкого,https://ingallery.timepad.ru/event/1108119/,,2019-11-07T19:00:00+0300,,2019,3,11,autumn,19,0,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108127,Конкурс «ПРО Образование 2019». Церемония награждения,https://konkurs-pro-obrazovanie.timepad.ru/event/1108127/,,2019-11-08T17:30:00+0300,,2019,4,11,autumn,17,0,,,457,Вечеринки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108173,"Новые медиа: производство, монетизация, дистрибьюция",https://cinepromo.timepad.ru/event/1108173/,,2019-11-06T15:45:00+0300,,2019,2,11,autumn,15,0,,,374,Кино,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108208,Бизнес-завтрак &quot;Управление. Рутина и творчество.&quot;,https://icpcentre-org.timepad.ru/event/1108208/,,2019-11-06T10:00:00+0300,,2019,2,11,autumn,10,0,,,217,Бизнес,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108450,Декор цветочных горшочков и посадка растений,https://berry-town.timepad.ru/event/1108450/,,2019-11-04T17:00:00+0300,,2019,0,11,autumn,17,0,,,379,Для детей,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108452,Молочный монстр-шейк,https://berry-town.timepad.ru/event/1108452/,,2019-11-04T17:30:00+0300,,2019,0,11,autumn,17,0,,,379,Для детей,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108550,Esther Titilayo Akinlabi (University of Johannesburg).  “Additive Manufacturing Technology: Laser Material Processing and Functionally Graded Materials”,https://lab-mtp-ipmnet.timepad.ru/event/1108550/,,2019-11-06T16:00:00+0300,,2019,2,11,autumn,16,0,,,2465,Наука,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108556,Разговор про отношения или &quot;Как быть вместе всегда&quot;,https://boroaleksandr.timepad.ru/event/1108556/,,2019-11-07T19:30:00+0300,,2019,3,11,autumn,19,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108590,Отборочный концерт Старого Нового Рока 2020,https://pclad.timepad.ru/event/1108590/,,2019-11-05T19:00:00+0300,,2019,1,11,autumn,19,0,,,460,Концерты,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108631,"Бизнес завтрак, Москва-сити, 6 ноября 2019",https://xshagov.timepad.ru/event/1108631/,,2019-11-06T09:00:00+0300,,2019,2,11,autumn,9,0,,,217,Бизнес,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108686,Фотовыставка «Антонио Гальвес. Мои головастые друзья» в Институте Сервантеса,https://cervantes.timepad.ru/event/1108686/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,458,Выставки,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108725,Профессия «Трансперсональный аналитик»,https://deir63.timepad.ru/event/1108725/,,2019-11-05T19:00:00+0300,,2019,1,11,autumn,19,0,,,453,Психология и самопознание,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1108795,Мастер-класс от театра &quot;Сова&quot; №1,https://teatr-sova.timepad.ru/event/1108795/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,459,Театры,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1109078,Дискотека &quot;СОЮЗ&quot;. Легенды 80-90х,https://mgmoo-soyuz-molodyh-metal.timepad.ru/event/1109078/,,2019-11-05T11:30:00+0300,,2019,1,11,autumn,11,0,,,460,Концерты,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1109108,Directory Websites is One of the Best Ways to Make Money Online,https://mpsltd.timepad.ru/event/1109108/,,2019-11-05T00:00:00+0300,,2019,1,11,autumn,0,0,,,452,ИТ и интернет,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1109140,Финал Юбилейного конкурса для молодых специалистов с инвалидностью &quot;Путь к карьере-2019&quot; в Новосибирске.,https://rooi-perspek-org.timepad.ru/event/1109140/,,2019-10-21T10:00:00+0300,,2019,0,10,autumn,10,0,,,217,Бизнес,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1109455,«Искусство делового подарка»,https://art4you.timepad.ru/event/1109455/,,2019-11-01T12:00:00+0300,,2019,4,11,autumn,12,0,,,525,Искусство и культура,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1110032,Луганск - Москва,https://lug-bilet.timepad.ru/event/1110032/,,2019-11-01T10:30:00+0300,,2019,4,11,autumn,10,0,,,462,Другие события,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
1110078,Бесплатная процедура: ванночка с ортопедической солью для ног в Центре Восстановления Здоровья Марии Питерской,https://besthappyfeet.timepad.ru/event/1110078/,,2019-11-06T19:00:00+0300,,2019,2,11,autumn,19,0,,,399,Красота и здоровье,,,not_moderated,,,,,,,0.0,0.0,1,,,,,
